Country Name,Country Code,average_value_Population ages 0-14 (% of total population),"average_value_School enrollment, secondary (% gross)","average_value_School enrollment, secondary, female (% gross)","average_value_School enrollment, tertiary (% gross)","average_value_School enrollment, tertiary, female (% gross)",average_value_GDP per capita (current US$),average_value_GDP growth (annual %),"average_value_GDP per capita, PPP (current international $)","average_value_GNI per capita, Atlas method (current US$)",average_value_Gross domestic savings (% of GDP),average_value_Rural population (% of total population),average_value_Rural population growth (annual %),"average_value_Agriculture, forestry, and fishing, value added (% of GDP)",average_value_Forest area (% of land area),average_value_Agricultural land (% of land area),average_value_People using at least basic drinking water services (% of population),average_value_People using at least basic sanitation services (% of population),average_value_People practicing open defecation (% of population),average_value_Total natural resources rents (% of GDP),average_value_Adjusted savings: consumption of fixed capital (% of GNI),average_value_Population growth (annual %),average_value_Population ages 15-64 (% of total population),average_value_Population ages 65 and above (% of total population),average_value_Age dependency ratio (% of working-age population),average_value_Mobile cellular subscriptions (per 100 people),average_value_Fixed broadband subscriptions (per 100 people),average_value_Individuals using the Internet (% of population),average_value_Fixed telephone subscriptions (per 100 people)
Qatar,QAT,13.43386431,,,14.70129013,45.03147125,65907.94843,1.234872192,93154.23488,58830.0,60.70437763,1.055,-2.804977544,0.161318389,0.0,5.90078329,99.69150138,100.0,0.0,19.93349784,15.79301507,4.239755685,85.56762066,0.998515031,16.86665164,145.7868972,9.267376282,92.88482645,17.92435622
"Venezuela, RB",VEN,27.40422521,,,,,13825.35712,-1.488791251,16740.36824,11810.0,32.89557843,11.76,-1.565396775,,52.45961113,,93.86289557,95.5779092,3.023846459,,,-1.293638058,64.98478442,7.610990373,53.8821755,64.79291203,8.980955805,,19.17196235
Zimbabwe,ZWE,42.42885344,,,,,1352.162653,3.497159535,3421.898173,1410.0,37.27876151,67.496,1.977221279,8.745304229,45.80845289,41.87669639,65.45410818,38.71708617,25.83215724,5.531514109,8.769166232,1.754741003,54.69261242,2.878534144,82.84004136,86.83967351,1.120462817,16.36473996,2.424980534
Antigua and Barbuda,ATG,22.08109175,111.1960373,109.0700989,,,16673.4369,6.950416555,21535.33089,15880.0,31.52728579,73.762,2.26310734,1.633408459,19.95454545,20.45454545,,,,0.0,10.96530051,0.894078681,69.11908273,8.79982552,44.6783573,,,,
"Korea, Rep.",KOR,13.78171927,100.0077972,99.65579987,94.33984375,81.9552536,31846.21823,2.039348227,42727.95076,33790.0,34.29187689,18.077,0.840909322,2.209199955,65.61374627,18.06873135,99.47274641,99.96133845,0.0,0.018425354,18.61877025,0.527288497,73.35891973,12.859361,36.31607502,115.9612246,39.40023682,89.8962558,56.83003787
Mexico,MEX,28.35494824,93.3275528,95.947052,30.30003929,29.95729065,10203.4213,3.66300793,16520.25922,9310.0,23.41622224,21.007,-0.112142909,3.132089402,34.18472183,52.16543635,97.15725463,87.45178303,3.132406947,5.538771886,16.24446122,1.315557607,65.1952915,6.449760253,53.38531012,89.83415248,10.72808009,43.46,15.64754122
Oman,OMN,22.04050298,105.7908325,102.5867004,38.1280098,54.81871033,20876.58504,2.658868673,43425.16851,17010.0,51.23921859,24.839,3.447537758,1.424238417,0.009693053,4.663004847,91.11489335,99.31956404,0.0,23.38044638,13.63147414,4.08380597,75.61477588,2.344721136,32.24930268,148.8216278,7.478169402,80.18563573,10.92507214
Portugal,PRT,14.08675304,118.7691803,116.9088974,61.75632858,65.59140778,19978.40121,2.019485396,31607.75424,19930.0,16.97994214,39.433,-1.471671819,1.937081961,35.50605961,39.89704116,99.90468984,99.44206833,0.0,0.135141094,17.71695308,-0.414141102,65.15130516,20.7619418,53.48887488,112.9851121,30.30557125,68.63286148,45.16626607
Paraguay,PRY,29.17933588,,,,,4949.7497,-1.0,13012.8757,5140.0,23.35497156,39.526,0.66325718,12.09856596,45.08732444,54.73949157,99.59110869,91.77642662,0.622405435,1.238606291,6.582616781,1.265238609,64.19983942,6.620824696,55.76362692,110.1809661,5.356969473,68.51762842,3.870405795
Sao Tome and Principe,STP,42.51994996,,,,,1813.807434,3.848980918,3952.945394,1700.0,,27.197,-1.13649399,11.11538307,55.35416667,45.83333333,78.18506249,44.80527366,45.36095998,2.235066732,26.18191605,1.887561482,54.55437193,2.925678109,83.30365596,77.05612525,0.737816783,31.9,2.511041189
United States,USA,19.41624242,96.92453766,97.51304626,88.6268692,102.5993881,56863.3715,3.07551465,56863.3715,56740.0,18.27577935,18.881,-0.188989155,1.158828949,33.80953318,44.06499907,99.35588121,99.78386084,0.0,0.633023521,15.5891828,0.73336152,66.31605798,14.2676996,50.79303992,111.5562164,30.69286505,73.0,40.32184536
World,WLD,26.21559437,75.41965,74.99799,36.81166077,38.90523911,10292.60017,2.605572193,15599.36547,10414.61948,24.86068027,46.99415642,0.223031071,3.6849047,30.79467396,36.87101699,88.1862846,72.75047539,10.13963984,1.710970537,16.11536144,1.168739776,65.56137278,8.223032848,54.00047044,97.42053169,11.51985698,40.90827053,14.18724439
Australia,AUS,19.06503741,150.3114777,141.1653748,113.1421585,133.3377686,68150.10704,2.584897702,45902.04795,66020.0,26.59976164,14.818,0.755635553,2.197568265,16.86293167,48.99209872,99.9699336,99.99115238,0.0,5.056164952,18.0581236,1.684523108,65.5309417,15.40402089,52.5996706,108.4417819,32.22339821,86.54504885,34.41175825
Botswana,BWA,34.90823001,,,,,6434.812485,8.563630792,13352.28793,5610.0,31.09725792,37.588,-2.143250911,2.488037862,29.00446421,45.63195878,86.45559051,71.68014195,13.18191665,1.347993342,22.33473744,1.12138806,61.47483598,3.616934006,62.66816515,157.4163123,1.046763518,30.0,8.444167118
St. Lucia,LCA,21.67951723,89.47303772,88.82124329,10.01904964,13.75148964,11357.82657,2.639462354,15627.78683,10700.0,,81.539,0.467457231,2.627912422,34.04918033,17.37704918,94.24808366,83.21779251,6.65082199,0.016416211,17.12511004,0.633747351,69.5453053,8.775177474,43.79146148,122.2784552,13.91087259,34.82,20.85640207
Mali,MLI,47.94747114,41.81766891,36.66656113,6.427229881,3.75999999,751.4728866,6.171800024,2032.655872,800.0,5.208675102,56.864,1.633883113,37.32886108,10.89666363,,71.09585561,33.9728243,10.07720255,8.262523799,8.063986095,2.90104517,49.43725336,2.615275491,102.2766096,120.0580321,0.017684048,3.5,0.768164872
Singapore,SGP,12.91274509,,,,,65640.70795,1.345217486,102573.4018,58390.0,54.05607339,0.0,,0.034590983,23.58984485,0.930888575,100.0,100.0,0.0,0.000490477,14.54713471,1.298440178,78.36625208,8.721002833,27.60596377,146.6584963,26.67571059,79.02923586,36.13527228
Eswatini,SWZ,39.76491909,69.57962799,67.61157227,,,4168.489518,3.793754968,7771.330751,3460.0,4.534356368,76.375,0.748951644,8.427754751,28.71686047,71.04651163,64.01398627,58.00843643,11.08286895,3.746150276,16.03205429,0.674567033,56.42673689,3.808344019,77.22104088,74.58620869,0.317709453,20.78178258,4.221764719
Africa Western and Central,AFW,44.21310237,,,,,2123.392433,5.831383066,3944.956892,1927.136758,20.70110233,57.73533661,1.650510072,22.03166688,20.58605538,39.34968328,61.05913968,28.15050612,28.24534167,15.05866066,11.5352463,2.787372535,52.99342289,2.793474737,89.05111398,53.13423145,0.107399387,7.242071934,0.960690799
Belgium,BEL,16.93807273,157.7947693,168.3282166,71.1920166,80.14379883,47554.74631,1.787920078,52662.53293,46060.0,25.2226198,2.302,-0.719949467,0.64803422,22.77926024,44.11162483,99.99999711,99.48611998,0.0,0.018639188,19.11929168,0.620163579,65.46890953,17.59301774,52.74426339,111.077829,33.3052753,80.71999055,41.80994425
Chile,CHL,21.72858378,90.46907806,91.85565948,72.2767868,75.75653839,15842.93648,4.045004298,22439.27325,15160.0,25.05103833,12.754,0.532904371,3.381868051,23.19705406,21.22437232,98.56782122,97.56563455,0.946879429,12.11225463,13.79073864,0.99751484,68.70431883,9.567097392,45.55126359,129.4870432,11.67049717,52.24960729,19.55545384
Costa Rica,CRI,21.0786358,141.3639832,146.6446838,57.67481995,63.61806107,10847.16967,3.542109878,16067.33077,10350.0,16.7577418,26.054,-2.8759344,5.130841914,56.8729338,35.48766157,99.79752731,97.75378868,0.15347618,0.753766206,5.704956886,0.957865009,69.04092888,9.880435323,44.84162022,169.3935546,17.9241816,81.20259644,12.68537418
Gibraltar,GIB,,92.89405823,90.55944061,,,,,,,,0.0,,,,,100.0,100.0,0.0,,,-0.026697913,,,,120.2842646,57.8528827,,50.34865434
Middle East & North Africa (excluding high income),MNA,31.12203514,77.23367,75.20989,38.7249794,38.85538864,3924.979736,1.036236487,10620.38928,4161.980242,25.76954048,39.05811287,0.857336323,9.467975692,2.484259796,22.73794951,93.02666676,89.03679603,2.076236039,15.00912845,11.48605654,1.699849231,63.62063755,5.257327315,57.87723573,101.5578505,7.118521846,50.87472175,14.71108837
Sierra Leone,SLE,41.91392981,39.05757904,36.5293808,,,714.6997957,4.556772366,1787.646837,700.0,-7.976592538,59.568,1.544505968,51.79252867,36.75888058,54.71044611,57.84746516,14.89637314,18.73473622,10.57136024,5.618139613,2.181428721,55.09827642,2.987793774,81.49389184,78.87713099,,6.344421603,0.237035748
IBRD only,IBD,24.14155458,82.87645,83.62617,39.93444824,42.70510101,6415.154649,4.526229311,13346.00806,6205.174839,31.3324226,48.08440624,-0.304405116,7.92593708,34.10842334,36.70967747,91.73819689,77.10420138,10.03105657,2.850184948,15.10884878,0.957600085,68.2431413,7.615304119,46.98520309,100.1674819,10.07456912,39.14511334,11.53487504
Iceland,ISL,19.83232011,117.9799423,117.3448563,73.1032486,95.70391846,54576.74481,1.687215018,45996.96875,48090.0,23.5962616,6.227,1.740651038,3.782246457,0.492568579,18.67331671,99.99999943,98.78164877,0.0,0.000190425,17.05534925,2.678142769,65.37258734,14.79509256,52.96921282,122.1696222,40.9811917,99.01095399,37.11617906
"Macao SAR, China",MAC,14.01947084,101.0366898,100.9793701,100.084671,115.8118362,81044.88998,9.982505239,126183.6761,69980.0,65.6995896,0.0,,,,,100.0,100.0,0.0,0.000348657,,1.385627937,74.76879357,11.21173559,33.74556754,,,86.46792571,
West Bank and Gaza,PSE,38.3611485,,,,,3562.330943,1.227077378,6469.909098,4190.0,-10.88003637,25.137,1.434868654,7.598682994,1.523255827,46.64784175,97.88039722,98.57792609,0.140717988,,,2.486549938,58.4228608,3.215990704,71.16588334,83.65851115,7.312678406,,9.140269737
Bangladesh,BGD,30.87514839,55.20996857,58.82461166,13.80099964,11.55667019,781.1535777,5.571788188,2439.069627,800.0,20.81002385,61.823,-0.238219997,12.64514989,14.46877161,,96.69158904,42.1145323,5.30484137,1.597889172,7.32725808,1.154006105,64.17373515,4.951116461,55.82699048,64.35516997,0.397641178,5.0,0.636789705
"Bahamas, The",BHS,26.88382891,89.35462952,91.15975952,,,28784.02449,-2.678979525,31873.01085,28440.0,23.80682033,16.975,0.425578157,0.678078037,50.93506494,1.398601399,98.67313887,92.83827663,0.527619224,0.015294778,7.499374497,1.514784775,67.00249618,6.11367491,49.24815824,120.6892957,6.959446896,43.0,36.43243121
Bolivia,BOL,31.98344352,91.42639923,90.51051331,,,3552.068144,2.21670564,9093.43166,3520.0,13.41222876,32.685,0.259834486,9.812161915,48.61302871,34.75583864,91.06696927,58.45982722,14.16976598,3.324658637,9.995770959,1.480195967,61.11593252,6.900623959,63.62346658,91.60973889,2.606905809,39.6975146,7.862224653
Cabo Verde,CPV,30.63578167,96.65943146,103.5921021,22.94643974,27.20809937,3447.4831,1.081918279,5818.903059,3440.0,17.77998993,35.7,-0.123767674,8.737394762,10.97270471,19.60297767,84.29381293,66.45232114,26.61315158,0.572546566,14.4278808,1.27811404,64.61930481,4.744913512,54.75273903,97.59842735,4.143054785,37.5,12.93156006
East Asia & Pacific,EAS,20.10687948,84.37353,84.8772,43.76805878,46.76958847,10467.854,4.765835172,16337.58304,10245.0657,34.27606566,40.94759014,-1.453547975,4.473328673,27.07977952,47.42440269,91.70285068,83.82942482,2.803409272,1.179666091,18.83067962,0.678184567,70.38860302,9.504517502,42.49122906,103.6301573,16.48938532,50.38517306,16.76549866
"Micronesia, Fed. Sts.",FSM,34.46022238,,,,,3585.423202,1.20028899,3613.007696,4010.0,,77.601,1.370620596,24.90262197,91.77428571,31.42857143,87.70998903,75.54827146,9.5,0.02804107,7.043862647,1.017541503,62.29594473,3.24383289,60.52409259,29.86718466,,25.974423,8.037816011
Latin America & Caribbean (excluding high income),LAC,27.38756185,89.50324,92.99759,42.76535034,48.16582108,9775.879638,1.425340547,14778.70864,9627.849184,18.98342594,20.86822311,-0.282952381,4.603439982,48.22138061,35.75124375,94.5259024,81.65915586,4.948097817,5.428299649,10.67621406,1.122190277,65.70187369,6.910564459,52.5381416,105.1771122,7.96149026,38.66554091,17.50049259
Latvia,LVA,14.55507377,114.7768097,112.9356766,69.07659912,83.75312042,15713.53697,1.073634087,23803.8094,15330.0,21.1329832,32.048,-1.026070018,3.542450641,54.51522369,30.12552301,98.42183139,90.83323645,0.0,1.047495292,24.29280528,-1.071034803,66.42041862,19.02450761,50.55606298,125.0882048,24.25478873,75.2344,20.68503152
Marshall Islands,MHL,,66.36650848,68.80641937,,,3181.6247,-2.295210414,3221.194657,3480.0,-29.76507499,22.206,-0.999175673,,52.22222222,,88.34252362,83.03549089,10.25399202,0.0,6.595249093,0.455390878,,,,26.98514946,1.740977385,19.2824418,
Pre-demographic dividend,PRE,44.39843934,41.88332,37.43847,8.49559021,6.638669968,1449.099681,2.155079404,3586.869781,1372.764919,21.69350434,58.77309898,1.845418805,17.65190422,26.22196769,40.67133262,60.08679239,32.62562909,21.15712967,10.54238945,11.34098086,2.899002081,52.89915518,2.702405481,89.37055535,71.55381153,0.145360122,14.43759511,0.730530504
Turks and Caicos Islands,TCA,,,,,,23879.92665,-26.80000429,22281.92215,,,9.332,-2.442627388,0.643038814,11.07368421,1.052631579,94.31818182,87.98863636,1.604545455,0.004487994,10.9800794,1.5148103,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,19.40367867,92.50629,91.476,60.62157059,65.20583344,8008.230261,1.390649631,20003.09098,9251.920948,26.12306083,33.99577506,0.091350282,5.119906296,39.24110323,28.22263505,95.50281483,92.15071585,0.082570438,10.16954055,12.19878855,0.506196846,69.16719057,11.42913076,44.74891769,123.3580531,12.15875778,50.07972518,23.46057737
Thailand,THA,16.82353621,115.1526566,113.3554764,,,5993.305516,3.435157717,16616.195,5700.0,33.12536235,53.807,-0.926765025,11.32221534,39.27616512,43.27741784,99.96483315,98.42052549,0.0,1.631885026,17.76478913,0.283525943,70.77021345,12.40625033,41.30238657,186.1585875,14.51882873,66.65241946,7.777313804
Turkmenistan,TKM,30.75829056,89.67060852,88.8311615,14.22867012,12.84597969,6675.178055,11.09999996,12057.18224,5560.0,78.98103045,51.509,0.952863997,11.34054256,8.782159045,72.35120124,99.79292451,99.00213719,0.0,,,1.546575911,64.64928412,4.592425324,54.68076317,,,,
Samoa,WSM,38.6537127,93.25814056,98.0178833,,,3933.459357,4.173393458,5655.137396,3520.0,,81.757,0.648818671,9.76989144,57.4664311,26.74911661,91.54020945,96.42890313,0.127569631,0.449301362,11.7130605,0.530860672,56.75431156,4.591975737,76.19780817,77.62510602,1.114966458,29.41173011,4.975454288
Bulgaria,BGR,14.27373568,102.2722702,100.5634995,70.30153656,79.11971283,7655.129708,0.325769436,16588.93335,7590.0,20.6369019,26.349,-1.843022323,4.522734187,35.13080324,45.84561533,99.19632731,85.98304634,0.0,0.65940609,14.84898568,-0.638069468,65.70743309,20.01883123,52.18977143,127.70783,22.42498723,56.65625161,22.98525739
Europe & Central Asia,ECS,17.78787378,104.4761,104.0955,66.12153625,70.95831299,24791.4491,1.587405125,36813.32564,25212.52103,25.19725448,28.17123903,-0.187040961,1.997897802,38.44609482,29.1760662,97.94902339,96.22467676,0.030005531,1.143347451,16.66193358,0.476863039,66.62320845,15.58891777,50.28218366,124.3710228,24.83456495,70.01676905,33.00333111
European Union,EUU,15.13474056,110.0867,110.1158,70.98667908,78.92343903,31164.59504,2.006648752,40574.01896,32170.71551,24.83713056,26.64311176,-0.557551626,1.707821912,39.38070518,42.12809865,99.90008185,98.34034791,0.0,0.174182378,17.51029596,0.062970571,64.40515213,20.46010731,55.35844228,122.0210702,35.59380474,83.84421314,37.21966189
Liberia,LBR,42.64535227,,,,,621.8929536,-2.278245125,1488.201471,580.0,-31.94540361,49.746,1.660654848,37.2421843,80.34136213,19.65863787,71.38551577,16.71216861,43.28689411,29.1849306,23.76731293,2.688019985,54.12178044,3.232867284,84.76846625,60.04177167,0.119576286,3.2,0.258925028
Late-demographic dividend,LTE,18.93865181,91.02042,91.83424,52.90037155,58.94675827,8547.817337,5.216418539,14218.96799,8273.557227,36.95784215,43.76209257,-1.498342544,6.777151672,39.35791533,34.57744257,95.1432371,91.10388013,0.530901986,3.400801379,15.46873234,0.465262251,69.87705622,11.18429197,43.22818531,126.1738896,25.70322058,68.10860294,13.76737801
Madagascar,MDG,40.66815059,36.52693176,37.06354904,5.350490093,5.214149952,526.2245722,4.4,1686.979946,510.0,15.77221757,62.139,1.583990177,23.21152681,21.38712616,,51.58697984,11.52874444,42.12066416,4.771364184,9.89874709,2.669517227,56.34513228,2.986717126,77.47762043,40.57034123,0.103612351,15.0,0.262909059
Mozambique,MOZ,45.42015417,33.56938934,31.94549942,6.659150124,5.583680153,461.4150941,3.741317593,1283.65987,470.0,10.62558626,66.122,2.018226996,23.93493466,48.50889901,51.49110099,51.17617521,29.30170153,30.3410581,12.98765582,19.33371533,2.834746761,51.67990521,2.899940618,93.49881362,74.45799316,0.157421777,6.5,0.330197446
Post-demographic dividend,PST,16.48373472,105.1262,105.0847,76.62315369,84.46556854,40618.92509,2.16738818,44151.77017,42563.67048,22.16257868,19.93601869,-0.763288807,1.402381066,31.90524723,34.65154088,99.21725658,99.17346675,0.0079239,0.785802408,17.19894886,0.439423757,66.29469274,17.22157254,51.08929774,112.9298849,29.92806584,75.74608682,45.18667631
Russian Federation,RUS,14.92728141,,,,,11287.35528,2.80724541,28681.78446,10250.0,31.92367033,25.567,-0.56304538,3.394254979,49.78433608,13.15843626,96.07661235,86.82143109,0.0,15.54978944,10.45511904,0.044895788,71.96635035,13.10636824,38.95382931,165.6610167,10.94234698,43.0,31.30475068
Rwanda,RWA,39.76603218,44.31903839,47.04848099,6.235390186,5.682020187,744.7607488,5.970744298,1882.37238,740.0,7.456708213,83.066,2.584041187,24.32793451,10.74179165,73.12201054,60.38192724,68.8599242,1.967285374,3.182433948,12.93801165,2.607313746,57.20571476,3.028253062,74.80771334,76.49153596,0.070365369,26.0,0.090227648
Solomon Islands,SLB,40.42745198,,,,,1938.891187,7.2720469,2324.073672,1620.0,9.198554157,78.567,2.120225539,,90.32097178,3.965702036,68.54479789,32.75394007,46.64297978,14.35352856,10.09874455,2.66748791,56.02497748,3.54757054,78.49181651,67.24999112,0.264594681,11.00090227,1.195438446
Slovak Republic,SVK,15.55352897,,,,,19273.25395,2.511588141,32557.19078,19200.0,23.67143288,46.24,0.018780273,2.18287118,40.05615641,,99.78769858,97.53262546,0.0,,,0.085769476,67.74733581,16.69913522,47.60727487,133.5198718,31.16616437,89.92090413,11.28550187
Tajikistan,TJK,35.61151593,85.60150909,80.10127258,22.23650932,15.23598003,807.1025861,6.89999962,3114.895558,1110.0,8.54293552,73.455,2.244941166,23.32681656,2.963132324,33.93112318,70.80222587,93.82731,0.678246375,1.708409514,16.00603546,2.234721208,61.18731902,3.201165052,63.43256266,82.1564376,0.065215894,13.03,4.936661336
Tonga,TON,35.41575821,,,,,4336.239603,1.171888256,5774.169999,4440.0,,76.893,1.28133818,,12.43055556,,98.65836339,93.0929125,0.01725762,0.040571636,8.562651224,1.166674214,58.63058035,5.953661444,70.55994447,104.5941258,2.440962431,,14.24169307
Austria,AUT,14.23091937,100.4552078,98.32810211,85.05713654,92.46150208,51453.14702,2.580120733,57050.35135,49030.0,28.74653225,41.485,-0.079423693,1.085623332,47.20746486,,99.99999723,99.97290685,0.0,0.127273078,18.11355131,0.694621104,66.81250731,18.95657332,49.6725857,123.1192958,28.47197491,87.93558659,42.0775698
Benin,BEN,41.94457734,,,,,1036.534594,2.114064726,2364.119636,1080.0,10.32133115,52.688,1.707656313,28.08726564,28.69058177,35.03015254,65.41412299,16.96288434,51.57581613,,,2.692373813,54.77695658,3.278466082,82.55851512,91.8972796,0.247302692,,0.267140689
Canada,CAN,15.99148087,110.3565292,110.8576202,64.78695679,74.48036957,45129.35644,3.039880225,48317.09658,42900.0,21.32043626,18.589,1.084928031,,38.70376294,6.491374243,99.22922139,99.25507123,0.0,0.334893277,17.50936522,0.746339478,67.95488432,16.05363481,47.15645579,82.61933463,36.40462417,90.0,43.33530798
East Asia & Pacific (excluding high income),EAP,20.98236473,82.35638,82.9418,38.35057831,41.18753815,5890.471604,7.200196889,10953.63579,5705.130487,44.27340806,46.31871185,-1.389098521,8.910956546,30.28620601,48.91096914,90.2635895,80.43895245,3.402057194,2.787580735,17.63572268,0.730571351,71.03764355,7.979991721,41.06685619,100.430022,11.18438597,41.66985869,14.52680286
Greece,GRC,15.05045812,103.1835785,102.1645279,109.1592636,112.5312271,21915.19132,-7.082353942,24912.18772,23170.0,7.548022795,21.613,-1.981347927,3.520530984,30.26997673,47.60279286,99.94348249,98.66462097,0.093674007,0.357096766,18.38381799,-0.147951277,65.55250913,19.39703275,52.54946054,111.9946119,22.75615498,51.64999517,53.05118746
High income,HIC,16.72302801,105.9662,106.0034,75.03256989,83.09548187,42057.99465,1.280122036,42308.65054,42567.09199,21.95529804,20.03759454,-0.686534256,1.315818591,29.00814527,35.49092202,99.55371938,99.39359171,0.006225968,0.96619333,16.86160976,0.583995864,66.29265158,16.98432041,51.30911034,123.2121745,31.33831879,79.9142433,41.78855635
Myanmar,MMR,28.30694864,51.78527069,52.31130981,,,1121.942049,8.426001025,4016.315686,1120.0,33.7028376,70.543,0.579381337,29.53372536,46.81182091,19.27328964,71.63562183,70.77458522,7.930276782,7.790661134,3.1909146,0.822704165,66.64032304,5.05272832,50.05929804,55.52579278,,11.52,1.007619926
Malawi,MWI,45.08801662,40.77254105,38.90274048,,,391.5617052,1.885799507,1034.019743,460.0,,83.063,2.373635867,22.00283339,24.66801018,59.92787442,66.15495914,25.16876246,7.090565403,8.855925673,9.25602205,2.759412255,52.27595464,2.636028742,91.29253825,39.21521754,0.034965029,7.6,0.086364517
Peru,PER,29.69601068,93.89932251,94.18895721,,,5082.353706,8.332459107,9730.421104,4410.0,27.74002841,23.57,0.014251601,6.827997236,57.85140625,18.76796875,87.91951172,72.21128891,10.18307836,12.62383587,4.910636775,0.811896398,63.90564099,6.398348323,56.48071253,110.9248984,4.14076624,36.01,11.10719204
Palau,PLW,,,,,,15657.17715,4.058885124,18887.15211,17810.0,-3.61387655,25.183,-4.624851833,3.814824973,88.17391304,9.347826087,99.57921231,97.46341639,0.0,0.0,8.135134315,-0.638726983,,,,97.22789116,5.090702948,,41.52494331
Latin America & the Caribbean (IDA & IBRD countries),TLA,26.64163457,94.15583,97.08402,45.76277161,51.58755875,10123.72578,2.845085527,14530.82081,9770.511833,21.46203953,19.35576732,-0.309251698,4.648775277,46.83351203,35.45232983,95.3542099,84.18981565,4.077721045,5.508855229,10.77171681,1.108577757,66.17404721,7.184318218,51.40659223,118.0592166,9.399125603,46.41458086,18.01199244
Uruguay,URY,21.28621153,110.9885635,,60.7204895,,18690.89384,1.627753973,23009.87423,15920.0,21.31826544,4.856,-1.663419808,6.696500143,11.12444292,80.50965604,98.99355776,96.32263939,0.659959919,1.415509044,9.565451126,0.324100506,64.33033882,14.38344965,55.44764514,161.658505,24.71039008,61.46,31.84600445
St. Vincent and the Grenadines,VCT,22.19388908,,,,,7213.025857,1.000357879,12245.12634,6990.0,,50.644,-0.726549377,6.360822766,73.17948718,17.94871795,,,,0.021437501,17.609221,0.346915924,68.06553997,9.740570943,46.91667995,92.86637912,20.33746575,,11.69555742
"Egypt, Arab Rep.",EGY,33.79872071,87.91114044,87.30088043,,,3019.092283,5.557683888,12260.72054,2690.0,9.973506698,57.054,2.309433522,11.27276527,0.059020543,3.712893666,99.32633211,96.71394067,0.0,7.108793011,5.869134141,2.033272399,60.97149994,5.229779346,64.01105403,95.28659682,6.730521069,46.92433677,7.991260389
Sudan,SDN,39.7993672,,,,,1103.000026,4.674112518,4327.782553,1310.0,5.484826973,66.106,2.097574992,32.25833798,10.3873888,36.87031418,60.4486756,36.89208291,24.00786171,,,2.391071774,56.52651151,3.674121296,76.90814042,80.26408427,0.065638508,,0.295120146
Small states,SST,29.72915494,71.24829,72.65487,19.23139954,23.18880081,12064.70274,0.960781995,20480.9154,11217.08123,37.00086898,41.72066192,0.666794922,2.70730227,39.92745391,32.59148937,86.46712299,70.13514567,9.526776351,16.53007393,13.67243826,1.741546631,64.52515383,5.745691228,57.26322832,113.583117,7.212514211,40.87211907,12.05991177
Cameroon,CMR,43.06350297,60.05815887,55.4430809,12.47752953,11.68883038,1354.54555,4.543265016,2855.446023,1370.0,18.62098889,43.032,1.213252719,14.50766354,43.14797656,,64.33898773,42.99559074,6.006202638,5.663604618,12.25996644,2.660502066,54.204904,2.731593032,84.48515166,78.22900593,1.52458664,20.6,4.3929148
Jamaica,JAM,23.5312194,85.35462952,86.13379669,,,4704.04776,-1.457147209,7900.199479,4390.0,1.956746338,45.416,0.059062969,5.972485965,52.96934441,40.99722992,90.99735041,86.63160182,0.796356544,0.140914731,7.414352575,0.456356507,67.54638893,8.922391673,48.04642837,102.5640043,10.78279905,,13.50102891
St. Kitts and Nevis,KNA,,,,,,19276.52127,2.924450454,26523.52663,18520.0,,68.678,1.051258039,1.29941631,42.30769231,21.92307692,98.61185413,94.95359452,1.319966091,0.0,11.83802668,0.785225662,,,,147.7144779,56.24363532,80.71019081,33.22701508
South Asia,SAS,30.66031111,63.80551,63.47789,20.65300941,19.82877922,1496.00791,6.992835859,4934.334508,1480.772048,28.29895962,65.11770687,0.454873789,18.23842686,18.81855363,,87.68757661,51.0624849,29.50839818,3.152944806,9.808018147,1.307867431,64.14310195,5.196586938,56.21488636,69.77494808,1.10556971,11.31699486,2.354669034
Serbia,SRB,17.06438441,93.63105011,94.82212067,51.59376907,58.84334946,6292.543629,2.101163847,16611.01686,5570.0,12.99063723,44.058,-0.831320357,6.014153757,31.12119826,39.09215641,91.87120906,96.71568697,0.063620846,3.228724939,15.68475273,-0.789468998,67.88677843,15.04883716,47.30408102,141.0434365,13.44227351,42.2,41.97815535
Cote d'Ivoire,CIV,41.71470319,54.61299133,48.31087112,,,1243.273487,10.7065041,2626.068383,1230.0,20.27302577,51.828,1.626929492,22.1902512,11.76040252,65.09433962,70.9427311,33.86906503,25.70087499,2.482895446,3.307956861,2.549387092,55.41217747,2.873119343,80.46574119,145.340692,0.842737656,36.28895457,1.05661165
Cuba,CUB,16.21123899,101.1372375,101.9491577,41.37902069,51.0078392,6497.314764,3.014900289,,6280.0,13.7310127,23.403,-0.400160233,3.614289268,27.54603533,60.70274333,96.54950123,90.93165485,0.381800186,1.057296029,,-0.009780662,68.60254959,15.18621142,45.76718152,47.39153727,0.871730745,62.67892362,12.20811996
Guyana,GUY,30.32971809,,,,,4908.567014,5.339206232,9987.42258,4820.0,,73.462,0.422319475,22.75803229,93.69037338,6.309626619,94.09735011,84.5179622,0.723191677,13.66871257,2.564063232,0.514040833,64.41296746,5.257314447,55.24837704,73.09969247,4.85983524,31.0,20.65166571
Kuwait,KWT,22.05550401,95.06651306,97.10504913,,,29759.46744,-4.712106209,50855.55286,31400.0,32.28342348,0.0,,0.447338716,0.350729517,8.417508418,100.0,100.0,0.0,52.96181852,5.468894552,5.165481563,75.91859178,2.025904214,31.72001883,181.7730157,1.332813064,75.46,14.40572418
